        s / mm                Z (9)/real
              -104.96583                  -5.1931576e-08
              -104.41368                  -6.1294987e-08
              -103.86152                  -7.2284821e-08
              -103.30937                  -8.5172213e-08
              -102.75722                  -1.0027148e-07
              -102.20506                  -1.1794662e-07
              -101.65291                  -1.3861883e-07
              -101.10076                  -1.6277493e-07
              -100.54861                  -1.9097716e-07
              -99.996453                  -2.2387412e-07
              -99.444299                  -2.6221341e-07
              -98.892146                  -3.0685587e-07
              -98.339993                  -3.5879177e-07
               -97.78784                   -4.191592e-07
              -97.235687                   -4.892648e-07
              -96.683534                   -5.706074e-07
              -96.131381                  -6.6490445e-07
              -95.579228                  -7.7412209e-07
              -95.027075                  -9.0050895e-07
              -94.474922                  -1.0466343e-06
              -93.922769                  -1.2154307e-06
              -93.370616                  -1.4102423e-06
              -92.818462                  -1.6348788e-06
              -92.266309                  -1.8936757e-06
              -91.714156                  -2.1915625e-06
              -91.162003                  -2.5341382e-06
               -90.60985                  -2.9277562e-06
              -90.057697                  -3.3796181e-06
              -89.505544                  -3.8978796e-06
              -88.953391                  -4.4917677e-06
              -88.401238                    -5.17171e-06
              -87.849085                  -5.9494803e-06
              -87.296932                  -6.8383585e-06
              -86.744779                  -7.8533078e-06
              -86.192625                  -9.0111713e-06
              -85.640472                  -1.0330889e-05
              -85.088319                  -1.1833738e-05
              -84.536166                  -1.3543595e-05
              -83.984013                  -1.5487227e-05
               -83.43186                  -1.7694613e-05
              -82.879707                  -2.0199289e-05
              -82.327554                  -2.3038738e-05
              -81.775401                  -2.6254805e-05
              -81.223248                   -2.989416e-05
              -80.671095                  -3.4008801e-05
              -80.118942                  -3.8656603e-05
              -79.566788                  -4.3901905e-05
              -79.014635                  -4.9816164e-05
              -78.462482                  -5.6478664e-05
              -77.910329                   -6.397727e-05
              -77.358176                  -7.2409246e-05
              -76.806023                  -8.1882163e-05
               -76.25387                  -9.2514865e-05
              -75.701717                   -0.0001044385
              -75.149564                  -0.00011779764
              -74.597411                  -0.00013275143
              -74.045258                  -0.00014947496
              -73.493105                  -0.00016816059
              -72.940951                  -0.00018901945
              -72.388798                  -0.00021228297
              -71.836645                  -0.00023820457
              -71.284492                  -0.00026706145
              -70.732339                  -0.00029915648
              -70.180186                  -0.00033482018
              -69.628033                  -0.00037441286
               -69.07588                   -0.0004183268
              -68.523727                   -0.0004669886
              -67.971574                  -0.00052086173
              -67.419421                  -0.00058044897
              -66.867267                  -0.00064629524
              -66.315114                  -0.00071899037
              -65.762961                  -0.00079917195
              -65.210808                  -0.00088752851
              -64.658655                  -0.00098480257
              -64.106502                   -0.0010917939
              -63.554349                   -0.0012093629
              -63.002196                   -0.0013384338
              -62.450043                   -0.0014799986
               -61.89789                   -0.0016351204
              -61.345737                   -0.0018049366
              -60.793584                   -0.0019906632
               -60.24143                   -0.0021935979
              -59.689277                   -0.0024151245
              -59.137124                   -0.0026567156
              -58.584971                   -0.0029199363
              -58.032818                   -0.0032064485
              -57.480665                   -0.0035180138
              -56.928512                   -0.0038564965
              -56.376359                   -0.0042238665
              -55.824206                   -0.0046222031
              -55.272053                   -0.0050536976
                -54.7199                   -0.0055206546
              -54.167747                   -0.0060254936
              -53.615593                   -0.0065707527
               -53.06344                   -0.0071590901
              -52.511287                   -0.0077932824
              -51.959134                   -0.0084762247
              -51.406981                   -0.0092109337
              -50.854828                    -0.010000545
              -50.302675                     -0.01084831
              -49.750522                    -0.011757596
              -49.198369                    -0.012731881
              -48.646216                    -0.013774753
              -48.094063                      -0.0148899
               -47.54191                    -0.016081112
              -46.989756                    -0.017352264
              -46.437603                    -0.018707319
               -45.88545                    -0.020150309
              -45.333297                    -0.021685335
              -44.781144                    -0.023316543
              -44.228991                    -0.025048129
              -43.676838                    -0.026884312
              -43.124685                    -0.028829325
              -42.572532                    -0.030887388
              -42.020379                    -0.033062701
              -41.468226                    -0.035359424
              -40.916073                    -0.037781661
              -40.363919                    -0.040333433
              -39.811766                    -0.043018644
              -39.259613                    -0.045841067
               -38.70746                    -0.048804331
              -38.155307                    -0.051911882
              -37.603154                    -0.055166944
              -37.051001                    -0.058572495
              -36.498848                    -0.062131255
              -35.946695                    -0.065845648
              -35.394542                    -0.069717755
              -34.842389                    -0.073749288
              -34.290236                    -0.077941565
              -33.738082                    -0.082295466
              -33.185929                    -0.086811406
              -32.633776                    -0.091489304
              -32.081623                    -0.096328537
               -31.52947                     -0.10132791
              -30.977317                     -0.10648562
              -30.425164                     -0.11179924
              -29.873011                     -0.11726566
              -29.320858                      -0.1228811
              -28.768705                     -0.12864102
              -28.216552                     -0.13454013
              -27.664398                     -0.14057233
              -27.112245                     -0.14673074
              -26.560092                     -0.15300767
              -26.007939                     -0.15939454
              -25.455786                     -0.16588189
              -24.903633                      -0.1724594
               -24.35148                     -0.17911585
              -23.799327                     -0.18583911
              -23.247174                     -0.19261619
              -22.695021                     -0.19943313
              -22.142868                     -0.20627505
              -21.590715                     -0.21312628
              -21.038561                     -0.21997021
              -20.486408                      -0.2267893
              -19.934255                     -0.23356523
              -19.382102                     -0.24027897
              -18.829949                     -0.24691055
              -18.277796                     -0.25343921
              -17.725643                     -0.25984366
               -17.17349                     -0.26610194
              -16.621337                      -0.2721913
              -16.069184                     -0.27808856
              -15.517031                     -0.28377014
              -14.964878                     -0.28921197
              -14.412724                     -0.29438953
              -13.860571                     -0.29927816
              -13.308418                     -0.30385298
              -12.756265                       -0.308089
              -12.204112                     -0.31196116
              -11.651959                     -0.31544451
              -11.099806                     -0.31851433
              -10.547653                     -0.32114613
              -9.9954998                     -0.32331572
              -9.4433467                     -0.32499939
              -8.8911936                     -0.32617409
              -8.3390405                     -0.32681743
              -7.7868875                     -0.32690779
              -7.2347344                     -0.32642444
              -6.6825813                     -0.32534757
              -6.1304282                     -0.32365855
              -5.5782751                     -0.32133995
               -5.026122                     -0.31837564
              -4.4739689                     -0.31475094
              -3.9218159                     -0.31045267
              -3.3696628                     -0.30546914
              -2.8175097                     -0.29979036
              -2.2653566                     -0.29340831
              -1.7132035                     -0.28631666
              -1.1610504                     -0.27851085
             -0.60889736                     -0.26998856
            -0.056744272                     -0.26074958
              0.49540881                     -0.25079548
               1.0475619                     -0.24013016
                1.599715                     -0.22875991
               2.1518681                     -0.21669297
               2.7040211                     -0.20393974
               3.2561742                     -0.19051321
               3.8083273                     -0.17642867
               4.3604804                     -0.16170331
               4.9126335                     -0.14635654
               5.4647866                     -0.13041033
               6.0169397                     -0.11388904
               6.5690927                    -0.096818755
               7.1212458                    -0.079227611
               7.6733989                    -0.061146132
                8.225552                    -0.042606691
               8.7777051                     -0.02364352
               9.3298582                   -0.0042929769
               9.8820112                     0.015407073
               10.434164                     0.035417344
               10.986317                     0.055696672
               11.538471                     0.076202518
               12.090624                     0.096891173
               12.642777                      0.11771745
                13.19493                       0.1386354
               13.747083                      0.15959847
               14.299236                      0.18055879
               14.851389                      0.20146771
               15.403542                      0.22227674
               15.955695                      0.24293692
               16.507848                      0.26339882
               17.060001                      0.28361318
               17.612154                      0.30353089
               18.164308                      0.32310308
               18.716461                      0.34228155
               19.268614                      0.36101853
               19.820767                      0.37926677
                20.37292                      0.39698033
               20.925073                      0.41411457
               21.477226                       0.4306255
               22.029379                      0.44647038
               22.581532                      0.46160845
               23.133685                      0.47600055
               23.685838                      0.48960892
               24.237991                      0.50239787
               24.790145                       0.5143337
               25.342298                      0.52538449
               25.894451                      0.53552069
               26.446604                      0.54471532
               26.998757                      0.55294335
                27.55091                      0.56018201
               28.103063                      0.56641138
               28.655216                       0.5716141
               29.207369                      0.57577514
               29.759522                      0.57888198
               30.311675                       0.5809249
               30.863828                      0.58189704
               31.415982                      0.58179407
               31.968135                      0.58061411
               32.520288                      0.57835819
               33.072441                      0.57502996
               33.624594                      0.57063544
               34.176747                      0.56518354
                 34.7289                      0.55868589
               35.281053                      0.55115616
               35.833206                      0.54261045
               36.385359                      0.53306762
               36.937512                      0.52254877
               37.489665                      0.51107716
               38.041819                      0.49867803
               38.593972                      0.48537871
               39.146125                      0.47120886
               39.698278                      0.45620001
               40.250431                      0.44038506
               40.802584                      0.42379872
               41.354737                      0.40647742
                41.90689                      0.38845895
               42.459043                      0.36978273
               43.011196                      0.35048927
               43.563349                      0.33061985
               44.115502                      0.31021704
               44.667656                      0.28932458
               45.219809                      0.26798683
               45.771962                      0.24624868
               46.324115                      0.22415563
               46.876268                      0.20175372
               47.428421                      0.17908951
               47.980574                      0.15620962
               48.532727                      0.13316064
                49.08488                      0.10998944
               49.637033                     0.086742964
               50.189186                     0.063467813
               50.741339                     0.040210269
               51.293493                     0.017016442
               51.845646                   -0.0060679102
               52.397799                     -0.02899759
               52.949952                    -0.051728011
               53.502105                    -0.074215262
               54.054258                    -0.096416081
               54.606411                      -0.1182878
               55.158564                     -0.13978873
               55.710717                     -0.16087833
                56.26287                     -0.18151663
               56.815023                     -0.20166459
               57.367177                     -0.22128471
                57.91933                     -0.24034036
               58.471483                     -0.25879564
               59.023636                     -0.27661628
               59.575789                     -0.29376941
               60.127942                     -0.31022305
               60.680095                     -0.32594641
               61.232248                     -0.34091014
               61.784401                     -0.35508645
               62.336554                     -0.36844905
               62.888707                     -0.38097263
                63.44086                     -0.39263331
               63.993014                     -0.40340901
               64.545167                      -0.4132791
                65.09732                     -0.42222437
               65.649473                     -0.43022726
               66.201626                     -0.43727163
               66.753779                     -0.44334301
               67.305932                      -0.4484287
               67.858085                     -0.45251758
               68.410238                     -0.45560013
               68.962391                     -0.45766867
               69.514544                     -0.45871722
               70.066697                     -0.45874149
               70.618851                     -0.45773912
               71.171004                     -0.45570955
               71.723157                     -0.45265395
                72.27531                     -0.44857547
               72.827463                     -0.44347915
               73.379616                     -0.43737184
               73.931769                     -0.43026248
               74.483922                     -0.42216203
               75.036075                     -0.41308321
               75.588228                     -0.40304063
               76.140381                     -0.39205121
               76.692534                     -0.38013394
               77.244688                     -0.36730961
               77.796841                     -0.35360095
               78.348994                     -0.33903295
               78.901147                     -0.32363259
                 79.4533                     -0.30742868
               80.005453                     -0.29045203
               80.557606                     -0.27273567
               81.109759                     -0.25431458
               81.661912                     -0.23522535
               82.214065                     -0.21550649
               82.766218                     -0.19519855
               83.318371                     -0.17434382
               83.870525                     -0.15298623
               84.422678                      -0.1311715
               84.974831                     -0.10894682
               85.526984                    -0.086360886
               86.079137                     -0.06346389
                86.63129                    -0.040307393
               87.183443                    -0.016944248
               87.735596                    0.0065716346
               88.287749                     0.030185435
               88.839902                     0.053841194
               89.392055                     0.077482138
               89.944208                      0.10105111
               90.496362                       0.1244903
               91.048515                      0.14774133
               91.600668                      0.17074576
               92.152821                      0.19344512
               92.704974                      0.21578088
               93.257127                      0.23769478
                93.80928                      0.25912895
               94.361433                      0.28002606
               94.913586                      0.30032957
               95.465739                      0.31998376
               96.017892                      0.33893395
               96.570046                      0.35712681
               97.122199                      0.37451031
               97.674352                      0.39103386
               98.226505                      0.40664886
               98.778658                      0.42130864
               99.330811                      0.43496836
               99.882964                      0.44758549
               100.43512                      0.45911999
               100.98727                      0.46953424
               101.53942                      0.47879329
               102.09158                       0.4868651
               102.64373                      0.49372053
               103.19588                      0.49933345
               103.74804                      0.50368106
               104.30019                      0.50674377
               104.85234                      0.50850536
               105.40449                      0.50895316
               105.95665                      0.50807799
                106.5088                      0.50587438
               107.06095                      0.50234066
               107.61311                      0.49747866
               108.16526                      0.49129399
               108.71741                      0.48379623
               109.26957                      0.47499874
               109.82172                       0.4649187
               110.37387                        0.453577
               110.92603                      0.44099811
               111.47818                      0.42721046
               112.03033                      0.41224637
               112.58248                      0.39614136
               113.13464                      0.37893438
               113.68679                      0.36066821
               114.23894                      0.34138896
                114.7911                      0.32114565
               115.34325                      0.29999034
                115.8954                      0.27797822
               116.44756                       0.2551673
               116.99971                      0.23161816
               117.55186                      0.20739386
               118.10402                      0.18255965
               118.65617                      0.15718281
               119.20832                      0.13133255
               119.76048                      0.10507989
               120.31263                     0.078497281
               120.86478                     0.051658225
               121.41693                     0.024637167
               121.96909                   -0.0024903573
               122.52124                    -0.029648266
               123.07339                    -0.056760495
               123.62555                     -0.08375083
                124.1777                     -0.11054305
               124.72985                     -0.13706153
               125.28201                     -0.16323128
               125.83416                     -0.18897812
               126.38631                     -0.21422913
               126.93847                     -0.23891283
               127.49062                     -0.26295919
               128.04277                     -0.28630005
               128.59492                     -0.30886937
               129.14708                     -0.33060341
               129.69923                     -0.35144092
               130.25138                     -0.37132311
               130.80354                     -0.39019415
               131.35569                      -0.4080015
               131.90784                     -0.42469565
                  132.46                     -0.44023028
               133.01215                     -0.45456278
                133.5643                     -0.46765412
               134.11646                     -0.47946898
               134.66861                     -0.48997608
               135.22076                     -0.49914792
               135.77291                     -0.50696099
               136.32507                     -0.51339604
               136.87722                     -0.51843788
               137.42937                     -0.52207535
               137.98153                     -0.52430176
               138.53368                     -0.52511455
               139.08583                     -0.52451505
               139.63799                     -0.52250898
               140.19014                     -0.51910639
               140.74229                     -0.51432112
               141.29445                     -0.50817083
                141.8466                     -0.50067745
               142.39875                     -0.49186682
                142.9509                     -0.48176815
               143.50306                     -0.47041428
               144.05521                      -0.4578418
               144.60736                     -0.44409057
               145.15952                     -0.42920335
               145.71167                     -0.41322606
               146.26382                     -0.39620775
               146.81598                     -0.37819989
               147.36813                     -0.35925626
               147.92028                     -0.33943318
               148.47244                     -0.31878926
               149.02459                     -0.29738477
               149.57674                     -0.27528155
               150.12889                     -0.25254314
               150.68105                     -0.22923448
                151.2332                     -0.20542141
               151.78535                     -0.18117055
               152.33751                     -0.15654937
               152.88966                     -0.13162577
               153.44181                     -0.10646774
               153.99397                    -0.081143371
               154.54612                    -0.055720714
               155.09827                    -0.030267378
               155.65043                   -0.0048502151
               156.20258                     0.020464584
               156.75473                     0.045611463
               157.30688                     0.070526118
               157.85904                     0.095145869
               158.41119                      0.11940924
               158.96334                      0.14325608
                159.5155                      0.16662825
               160.06765                       0.1894696
                160.6198                      0.21172577
               161.17196                      0.23334451
               161.72411                      0.25427592
               162.27626                      0.27447243
               162.82842                      0.29388893
               163.38057                      0.31248279
               163.93272                      0.33021382
               164.48487                      0.34704458
               165.03703                      0.36294039
               165.58918                      0.37786935
               166.14133                      0.39180228
               166.69349                      0.40471269
               167.24564                      0.41657705
               167.79779                      0.42737474
               168.34995                      0.43708778
                168.9021                      0.44570112
               169.45425                      0.45320269
               170.00641                      0.45958295
               170.55856                      0.46483505
               171.11071                      0.46895526
               171.66286                      0.47194237
               172.21502                      0.47379758
               172.76717                      0.47452484
               173.31932                      0.47413076
               173.87148                      0.47262426
               174.42363                      0.47001661
               174.97578                      0.46632154
               175.52794                      0.46155499
               176.08009                      0.45573485
               176.63224                      0.44888125
                177.1844                      0.44101663
               177.73655                      0.43216503
                178.2887                      0.42235212
               178.84086                      0.41160567
               179.39301                      0.39995518
               179.94516                      0.38743141
               180.49731                      0.37406659
               181.04947                      0.35989453
               181.60162                      0.34495037
               182.15377                      0.32927041
               182.70593                      0.31289203
               183.25808                      0.29585366
               183.81023                      0.27819474
               184.36239                       0.2599555
               184.91454                      0.24117702
               185.46669                      0.22190123
               186.01885                      0.20217057
                 186.571                      0.18202801
               187.12315                      0.16151708
                187.6753                      0.14068174
               188.22746                      0.11956624
               188.77961                     0.098215109
               189.33176                     0.076673211
               189.88392                     0.054985687
               190.43607                     0.033197503
               190.98822                     0.011353518
               191.54038                     -0.01050115
               192.09253                    -0.032321397
               192.64468                    -0.054062374
               193.19684                     -0.07567951
               193.74899                    -0.097128584
               194.30114                     -0.11836549
               194.85329                     -0.13934636
               195.40545                     -0.16002801
                195.9576                     -0.18036773
               196.50975                     -0.20032316
               197.06191                      -0.2198528
               197.61406                     -0.23891561
               198.16621                       -0.257471
               198.71837                     -0.27547952
               199.27052                     -0.29290271
               199.82267                     -0.30970254
               200.37483                     -0.32584199
               200.92698                     -0.34128521
               201.47913                     -0.35599735
               202.03128                     -0.36994475
               202.58344                     -0.38309488
               203.13559                     -0.39541645
               203.68774                     -0.40687963
                204.2399                     -0.41745593
               204.79205                     -0.42711813
                205.3442                     -0.43584081
               205.89636                     -0.44360023
               206.44851                     -0.45037416
               207.00066                     -0.45614208
               207.55282                     -0.46088546
               208.10497                     -0.46458774
               208.65712                      -0.4672342
               209.20927                     -0.46881194
               209.76143                     -0.46931054
               210.31358                     -0.46872197
               210.86573                     -0.46703995
               211.41789                     -0.46426039
               211.97004                     -0.46038199
               212.52219                     -0.45540591
               213.07435                     -0.44933544
                213.6265                     -0.44217646
               214.17865                      -0.4339376
               214.73081                        -0.42463
               215.28296                      -0.4142672
               215.83511                      -0.4028655
               216.38726                     -0.39044402
               216.93942                      -0.3770244
               217.49157                     -0.36263081
               218.04372                     -0.34729032
               218.59588                     -0.33103262
               219.14803                     -0.31388973
               219.70018                     -0.29589639
               220.25234                     -0.27709012
               220.80449                     -0.25751084
               221.35664                     -0.23720066
                221.9088                     -0.21620409
               222.46095                     -0.19456811
                223.0131                     -0.17234206
               223.56525                      -0.1495771
               224.11741                     -0.12632623
               224.66956                     -0.10264467
               225.22171                     -0.07858943
               225.77387                    -0.054218978
               226.32602                    -0.029593236
               226.87817                   -0.0047735108
               227.43033                      0.02017761
               227.98248                     0.045196547
               228.53463                     0.070218969
               229.08679                     0.095179691
               229.63894                      0.12001301
               230.19109                      0.14465315
               230.74325                      0.16903408
                231.2954                      0.19308968
               231.84755                      0.21675429
                232.3997                      0.23996271
               232.95186                      0.26265027
               233.50401                      0.28475326
               234.05616                      0.30620904
               234.60832                      0.32695617
               235.16047                      0.34693483
               235.71262                      0.36608676
               236.26478                      0.38435538
               236.81693                      0.40168645
               237.36908                      0.41802807
               237.92124                      0.43333041
               238.47339                      0.44754624
               239.02554                      0.46063147
               239.57769                      0.47254485
               240.12985                      0.48324785
                 240.682                      0.49270535
               241.23415                      0.50088598
               241.78631                      0.50776154
               242.33846                       0.5133071
               242.89061                      0.51750191
               243.44277                      0.52032924
               243.99492                      0.52177559
               244.54707                      0.52183148
               245.09923                      0.52049215
               245.65138                      0.51775651
               246.20353                      0.51362705
               246.75568                      0.50811077
               247.30784                      0.50121907
               247.85999                      0.49296713
               248.41214                      0.48337398
                248.9643                      0.47246284
               249.51645                      0.46026113
                250.0686                      0.44679992
               250.62076                      0.43211397
               251.17291                      0.41624204
               251.72506                      0.39922641
               252.27722                      0.38111268
               252.82937                      0.36195003
               253.38152                       0.3417909
               253.93367                      0.32069044
               254.48583                      0.29870686
               255.03798                      0.27590124
               255.59013                      0.25233703
               256.14229                      0.22807998
               256.69444                      0.20319809
               257.24659                      0.17776111
               257.79875                       0.1518405
                258.3509                       0.1255092
               258.90305                     0.098841438
               259.45521                     0.071912478
               260.00736                     0.044798159
               260.55951                     0.017574849
               261.11166                   -0.0096806914
               261.66382                    -0.036891734
               262.21597                    -0.063981741
               262.76812                    -0.090874668
               263.32028                     -0.11749526
               263.87243                     -0.14376903
               264.42458                     -0.16962273
               264.97674                     -0.19498476
               265.52889                     -0.21978487
               266.08104                     -0.24395457
                266.6332                     -0.26742775
               267.18535                      -0.2901404
                267.7375                     -0.31203088
               268.28965                      -0.3330404
               268.84181                     -0.35311296
               269.39396                     -0.37219533
               269.94611                      -0.3902375
               270.49827                      -0.4071928
               271.05042                       -0.423018
               271.60257                     -0.43767341
               272.15473                     -0.45112278
               272.70688                     -0.46333364
               273.25903                     -0.47427734
               273.81119                     -0.48392908
               274.36334                       -0.492268
