        s / mm                Y/real
               927.76087                    0.0065544311
                928.0417                    0.0062615978
               928.32253                    0.0059598078
               928.60336                    0.0056495649
               928.88419                    0.0053314583
               929.16502                    0.0050060012
               929.44586                    0.0046737599
               929.72669                    0.0043353785
               930.00752                    0.0039913293
               930.28835                    0.0036421824
               930.56918                    0.0032886629
               930.85001                    0.0029312792
               931.13085                    0.0025705754
               931.41168                    0.0022072715
               931.69251                    0.0018419137
               931.97334                     0.001475031
               932.25417                    0.0011073173
                 932.535                   0.00073938538
               932.81584                   0.00037175944
               933.09667                   5.0392397e-06
                933.3775                  -0.00036013112
               933.65833                  -0.00072318286
               933.93916                   -0.0010836158
               934.21999                   -0.0014408313
               934.50083                   -0.0017941838
               934.78166                   -0.0021432034
               935.06249                   -0.0024874095
               935.34332                   -0.0028261462
               935.62415                   -0.0031589071
               935.90498                   -0.0034853224
               936.18582                   -0.0038048496
               936.46665                   -0.0041169408
               936.74748                   -0.0044211877
               937.02831                   -0.0047171686
               937.30914                   -0.0050044488
               937.58998                   -0.0052826086
               937.87081                   -0.0055512345
               938.15164                   -0.0058099921
               938.43247                    -0.006058548
                938.7133                   -0.0062965005
               938.99413                   -0.0065235459
               939.27497                   -0.0067394716
                939.5558                   -0.0069439608
               939.83663                   -0.0071366853
               940.11746                    -0.007317464
               940.39829                   -0.0074861404
               940.67912                   -0.0076424866
               940.95996                   -0.0077863022
               941.24079                   -0.0079174752
               941.52162                   -0.0080359106
               941.80245                   -0.0081414616
               942.08328                   -0.0082340182
               942.36411                   -0.0083135799
               942.64495                   -0.0083801201
               942.92578                   -0.0084335725
               943.20661                   -0.0084739741
               943.48744                    -0.008501372
               943.76827                   -0.0085157662
                944.0491                    -0.008517252
               944.32994                   -0.0085059378
               944.61077                   -0.0084818805
                944.8916                   -0.0084452393
               945.17243                   -0.0083962083
               945.45326                   -0.0083349172
               945.73409                   -0.0082615373
               946.01493                   -0.0081762747
               946.29576                   -0.0080793556
               946.57659                   -0.0079710522
               946.85742                   -0.0078515946
               947.13825                   -0.0077212453
               947.41908                   -0.0075803467
               947.69992                    -0.007429123
               947.98075                   -0.0072678396
               948.26158                   -0.0070969795
               948.54241                   -0.0069168805
               948.82324                   -0.0067277404
               949.10407                   -0.0065299758
               949.38491                   -0.0063240386
               949.66574                   -0.0061102588
               949.94657                   -0.0058890165
                950.2274                   -0.0056607184
               950.50823                   -0.0054257777
               950.78907                    -0.005184623
                951.0699                   -0.0049376342
               951.35073                   -0.0046852558
               951.63156                   -0.0044279538
               951.91239                    -0.004166096
               952.19322                   -0.0039001277
               952.47406                   -0.0036305238
               952.75489                   -0.0033576693
               953.03572                   -0.0030820335
               953.31655                   -0.0028040795
               953.59738                    -0.002524178
               953.87821                   -0.0022427841
               954.15905                   -0.0019603552
               954.43988                   -0.0016773074
               954.72071                   -0.0013940681
               955.00154                   -0.0011109964
               955.28237                  -0.00082853724
                955.5632                  -0.00054718542
               955.84404                  -0.00026724188
               956.12487                   1.0916484e-05
                956.4057                   0.00028678903
               956.68653                     0.000560076
               956.96736                   0.00083046396
               957.24819                    0.0010975022
               957.52903                    0.0013608513
               957.80986                    0.0016202069
               958.09069                     0.001875229
               958.37152                     0.002125605
               958.65235                    0.0023709971
               958.93318                     0.002611115
               959.21402                    0.0028457227
               959.49485                    0.0030745239
               959.77568                     0.003297246
               960.05651                    0.0035136712
               960.33734                    0.0037235376
               960.61817                    0.0039266171
               960.89901                    0.0041227601
               961.17984                    0.0043117498
               961.46067                    0.0044933496
                961.7415                     0.004667461
               962.02233                    0.0048339469
               962.30316                    0.0049925919
                 962.584                    0.0051433478
               962.86483                    0.0052861204
               963.14566                    0.0054206693
               963.42649                    0.0055469931
               963.70732                    0.0056651271
               963.98815                    0.0057748849
               964.26899                    0.0058762157
               964.54982                    0.0059691788
               964.83065                    0.0060537144
               965.11148                     0.006129785
               965.39231                    0.0061973995
               965.67315                    0.0062565812
               965.95398                     0.006307391
               966.23481                     0.006349864
               966.51564                     0.006384034
               966.79647                    0.0064099503
                967.0773                    0.0064276891
               967.35814                    0.0064373699
               967.63897                    0.0064390511
                967.9198                    0.0064328136
               968.20063                    0.0064188263
               968.48146                    0.0063971623
               968.76229                    0.0063679091
               969.04313                    0.0063312975
               969.32396                    0.0062874653
               969.60479                    0.0062364558
               969.88562                    0.0061784561
               970.16645                    0.0061137266
               970.44728                     0.006042376
               970.72812                     0.005964486
               971.00895                    0.0058803273
               971.28978                    0.0057901259
               971.57061                    0.0056939515
               971.85144                    0.0055920134
               972.13227                    0.0054845849
               972.41311                    0.0053718053
               972.69394                    0.0052538519
               972.97477                     0.005130968
                973.2556                    0.0050033482
               973.53643                    0.0048711542
               973.81726                    0.0047345753
                974.0981                    0.0045938956
               974.37893                    0.0044493341
               974.65976                    0.0043009709
               974.94059                    0.0041490418
               975.22142                    0.0039938658
               975.50225                    0.0038355701
               975.78309                    0.0036742871
               976.06392                    0.0035102809
               976.34475                    0.0033437945
               976.62558                    0.0031749934
               976.90641                    0.0030040045
               977.18724                    0.0028310482
               977.46808                    0.0026564045
               977.74891                    0.0024802086
               978.02974                    0.0023025811
               978.31057                    0.0021237613
                978.5914                     0.001943938
               978.87223                    0.0017632601
               979.15307                    0.0015819198
                979.4339                    0.0014000752
               979.71473                    0.0012178807
               979.99556                    0.0010355287
               980.27639                    0.0008531759
               980.55723                   0.00067094163
               980.83806                   0.00048899759
               981.11889                   0.00030754248
               981.39972                   0.00012666154
               981.68055                  -5.3536995e-05
               981.96138                  -0.00023279707
               982.24222                  -0.00041101297
               982.52305                  -0.00058817311
               982.80388                  -0.00076405594
               983.08471                  -0.00093847989
               983.36554                   -0.0011113871
               983.64637                   -0.0012826379
               983.92721                   -0.0014521371
               984.20804                   -0.0016197779
               984.48887                    -0.001785373
                984.7697                   -0.0019488867
               985.05053                   -0.0021102434
               985.33136                   -0.0022692008
                985.6122                   -0.0024256909
               985.89303                    -0.002579711
               986.17386                   -0.0027311125
               986.45469                   -0.0028797787
               986.73552                   -0.0030256114
               987.01635                   -0.0031685025
               987.29719                   -0.0033084021
               987.57802                   -0.0034452183
               987.85885                   -0.0035788198
               988.13968                   -0.0037090973
               988.42051                   -0.0038359865
               988.70134                   -0.0039594649
               988.98218                   -0.0040793906
               989.26301                   -0.0041956115
               989.54384                   -0.0043081416
               989.82467                   -0.0044168793
                990.1055                   -0.0045216627
               990.38633                   -0.0046225103
               990.66717                   -0.0047193193
                 990.948                   -0.0048119151
               991.22883                   -0.0049003014
               991.50966                   -0.0049843997
               991.79049                   -0.0050640758
               992.07132                    -0.005139302
               992.35216                   -0.0052099864
               992.63299                   -0.0052760292
               992.91382                   -0.0053373536
               993.19465                   -0.0053938553
               993.47548                   -0.0054455395
               993.75632                   -0.0054923355
               994.03715                   -0.0055340497
               994.31798                   -0.0055706799
               994.59881                   -0.0056021923
               994.87964                    -0.005628423
               995.16047                   -0.0056493972
               995.44131                   -0.0056650508
               995.72214                     -0.00567518
               996.00297                   -0.0056798584
                996.2838                   -0.0056790833
               996.56463                   -0.0056725976
               996.84546                    -0.005660414
                997.1263                   -0.0056426288
               997.40713                   -0.0056190524
               997.68796                   -0.0055895905
               997.96879                   -0.0055543476
               998.24962                   -0.0055132702
               998.53045                   -0.0054662071
               998.81129                   -0.0054131619
               999.09212                   -0.0053542051
               999.37295                   -0.0052892854
               999.65378                   -0.0052183026
               999.93461                   -0.0051412946
               1000.2154                     -0.00505834
               1000.4963                     -0.00496936
               1000.7771                   -0.0048742865
               1001.0579                   -0.0047732512
               1001.3388                    -0.004666325
               1001.6196                   -0.0045533992
               1001.9004                   -0.0044345189
               1002.1813                   -0.0043098529
               1002.4621                   -0.0041793817
               1002.7429                   -0.0040430901
               1003.0238                   -0.0039011234
               1003.3046                   -0.0037535556
               1003.5854                   -0.0036004437
               1003.8663                   -0.0034419228
               1004.1471                   -0.0032780404
               1004.4279                   -0.0031088696
               1004.7088                    -0.002934616
               1004.9896                    -0.002755387
               1005.2704                   -0.0025712527
               1005.5512                   -0.0023824267
               1005.8321                    -0.002189058
               1006.1129                   -0.0019912247
               1006.3937                   -0.0017891585
               1006.6746                   -0.0015830868
               1006.9554                   -0.0013731297
               1007.2362                   -0.0011594809
               1007.5171                  -0.00094237538
               1007.7979                  -0.00072203494
               1008.0787                  -0.00049869455
               1008.3596                  -0.00027253786
               1008.6404                  -4.3806511e-05
               1008.9212                   0.00018717446
               1009.2021                   0.00042019103
               1009.4829                   0.00065503176
               1009.7637                   0.00089135855
               1010.0446                     0.001128866
               1010.3254                    0.0013673065
               1010.6062                     0.001606401
                1010.887                     0.001845829
               1011.1679                    0.0020852648
               1011.4487                    0.0023244159
               1011.7295                    0.0025629627
               1012.0104                    0.0028005633
               1012.2912                    0.0030369178
                1012.572                    0.0032716892
               1012.8529                     0.003504504
               1013.1337                    0.0037350339
               1013.4145                    0.0039629628
               1013.6954                    0.0041879597
               1013.9762                    0.0044096448
                1014.257                    0.0046276308
               1014.5379                    0.0048416385
               1014.8187                    0.0050513485
               1015.0995                    0.0052563303
               1015.3804                    0.0054562611
               1015.6612                    0.0056508463
                1015.942                    0.0058396832
               1016.2229                    0.0060224391
               1016.5037                    0.0061988311
               1016.7845                    0.0063685069
               1017.0653                    0.0065311389
               1017.3462                     0.006686406
                1017.627                    0.0068339679
               1017.9078                    0.0069735631
               1018.1887                    0.0071049124
               1018.4695                     0.007227661
               1018.7503                    0.0073415541
               1019.0312                    0.0074463776
                1019.312                    0.0075418135
               1019.5928                    0.0076275802
               1019.8737                    0.0077034994
               1020.1545                     0.007769378
               1020.4353                    0.0078249554
               1020.7162                    0.0078699793
                1020.997                    0.0079043271
               1021.2778                    0.0079278945
               1021.5587                     0.007940426
               1021.8395                    0.0079417302
               1022.1203                    0.0079318042
               1022.4011                    0.0079105521
                1022.682                    0.0078777769
               1022.9628                    0.0078334313
               1023.2436                    0.0077775182
               1023.5245                    0.0077099465
               1023.8053                    0.0076306786
               1024.0861                     0.007539768
                1024.367                    0.0074372184
               1024.6478                    0.0073230188
               1024.9286                    0.0071972646
               1025.2095                    0.0070600475
               1025.4903                    0.0069113831
               1025.7711                    0.0067514136
                1026.052                    0.0065803742
               1026.3328                    0.0063983446
               1026.6136                    0.0062054066
               1026.8945                    0.0060018357
               1027.1753                    0.0057878827
               1027.4561                    0.0055637098
                1027.737                    0.0053295781
               1028.0178                    0.0050857974
               1028.2986                    0.0048326121
               1028.5794                    0.0045702982
               1028.8603                    0.0042992358
               1029.1411                    0.0040197971
               1029.4219                    0.0037322789
               1029.7028                    0.0034370311
               1029.9836                    0.0031344906
               1030.2644                    0.0028250727
               1030.5453                    0.0025092062
               1030.8261                    0.0021873326
               1031.1069                    0.0018598435
               1031.3878                    0.0015272199
               1031.6686                    0.0011900248
               1031.9494                   0.00084870148
               1032.2303                     0.000503689
               1032.5111                   0.00015556962
               1032.7919                  -0.00019510181
               1033.0728                  -0.00054785244
               1033.3536                  -0.00090215321
               1033.6344                   -0.0012574232
               1033.9152                   -0.0016130927
               1034.1961                   -0.0019685977
               1034.4769                   -0.0023233993
               1034.7577                   -0.0026769527
               1035.0386                   -0.0030286457
               1035.3194                   -0.0033778841
               1035.6002                   -0.0037241344
               1035.8811                   -0.0040668141
               1036.1619                   -0.0044053218
               1036.4427                   -0.0047391306
               1036.7236                   -0.0050676756
               1037.0044                   -0.0053903234
               1037.2852                   -0.0057065424
               1037.5661                   -0.0060158492
               1037.8469                   -0.0063176456
               1038.1277                    -0.006611352
               1038.4086                   -0.0068965105
               1038.6894                   -0.0071726121
               1038.9702                   -0.0074390783
               1039.2511                    -0.007695459
               1039.5319                   -0.0079413233
               1039.8127                   -0.0081761035
               1040.0935                   -0.0083993719
               1040.3744                   -0.0086108152
               1040.6552                   -0.0088099124
                1040.936                   -0.0089962145
               1041.2169                   -0.0091694564
               1041.4977                   -0.0093292177
               1041.7785                   -0.0094751322
               1042.0594                   -0.0096069863
               1042.3402                   -0.0097244007
                1042.621                   -0.0098270609
               1042.9019                    -0.009914829
               1043.1827                   -0.0099874121
               1043.4635                    -0.010044552
               1043.7444                    -0.010086173
               1044.0252                    -0.010112089
                1044.306                     -0.01012212
               1044.5869                    -0.010116238
               1044.8677                     -0.01009435
               1045.1485                    -0.010056351
               1045.4293                    -0.010002255
               1045.7102                   -0.0099320872
                1045.991                   -0.0098458859
               1046.2718                   -0.0097437091
               1046.5527                   -0.0096255704
               1046.8335                   -0.0094916275
               1047.1143                   -0.0093421309
               1047.3952                   -0.0091771451
                1047.676                   -0.0089968018
               1047.9568                    -0.008801454
               1048.2377                   -0.0085913467
               1048.5185                   -0.0083666685
               1048.7993                   -0.0081277687
               1049.0802                   -0.0078750172
                1049.361                   -0.0076087182
               1049.6418                   -0.0073292389
               1049.9227                   -0.0070370496
               1050.2035                   -0.0067325662
               1050.4843                   -0.0064161543
               1050.7652                   -0.0060883344
                1051.046                   -0.0057496901
               1051.3268                    -0.005400684
               1051.6076                   -0.0050417796
               1051.8885                   -0.0046735584
               1052.1693                   -0.0042966565
               1052.4501                   -0.0039116531
                1052.731                   -0.0035191054
               1053.0118                   -0.0031196768
               1053.2926                   -0.0027140136
               1053.5735                   -0.0023027077
               1053.8543                   -0.0018864831
               1054.1351                   -0.0014660277
                1054.416                   -0.0010419192
               1054.6968                  -0.00061490732
               1054.9776                  -0.00018579032
               1055.2585                   0.00024480844
               1055.5393                   0.00067625184
               1055.8201                    0.0011077471
                1056.101                    0.0015385141
               1056.3818                    0.0019679196
               1056.6626                    0.0023952637
               1056.9434                     0.002819744
               1057.2243                    0.0032406977
               1057.5051                    0.0036574256
               1057.7859                    0.0040691309
               1058.0668                    0.0044751909
               1058.3476                    0.0048749509
               1058.6284                    0.0052676264
               1058.9093                    0.0056525769
               1059.1901                    0.0060291872
               1059.4709                    0.0063967754
               1059.7518                    0.0067546966
               1060.0326                    0.0071022757
               1060.3134                    0.0074389305
               1060.5943                    0.0077641856
               1060.8751                    0.0080773911
               1061.1559                    0.0083778912
               1061.4368                    0.0086652525
               1061.7176                     0.008939025
               1061.9984                    0.0091986516
               1062.2792                    0.0094436284
               1062.5601                    0.0096735524
               1062.8409                    0.0098880396
               1063.1217                     0.010086661
               1063.4026                     0.010269033
               1063.6834                     0.010434862
               1063.9642                     0.010583831
               1064.2451                     0.010715626
               1064.5259                     0.010830027
               1064.8067                     0.010926819
               1065.0876                     0.011005761
               1065.3684                     0.011066722
               1065.6492                     0.011109617
               1065.9301                     0.011134265
               1066.2109                      0.01114059
               1066.4917                     0.011128645
               1066.7726                     0.011098377
               1067.0534                     0.011049784
               1067.3342                      0.01098298
               1067.6151                     0.010897984
               1067.8959                     0.010794911
               1068.1767                      0.01067404
               1068.4575                     0.010535477
               1068.7384                      0.01037933
               1069.0192                     0.010205979
                  1069.3                     0.010015718
               1069.5809                    0.0098087279
               1069.8617                    0.0095853936
               1070.1425                     0.009346125
               1070.4234                    0.0090912674
               1070.7042                    0.0088212449
                1070.985                    0.0085365015
               1071.2659                    0.0082374891
               1071.5467                    0.0079247286
               1071.8275                     0.007598747
               1072.1084                    0.0072600741
               1072.3892                    0.0069092718
                 1072.67                    0.0065469137
               1072.9509                    0.0061736092
               1073.2317                    0.0057899983
               1073.5125                    0.0053967472
               1073.7933                    0.0049945264
               1074.0742                    0.0045839467
                1074.355                    0.0041656979
               1074.6358                    0.0037405784
               1074.9167                    0.0033092739
               1075.1975                    0.0028724497
               1075.4783                    0.0024309174
               1075.7592                    0.0019854487
                 1076.04                    0.0015367079
               1076.3208                    0.0010854527
               1076.6017                   0.00063254145
               1076.8825                   0.00017873954
               1077.1633                  -0.00027524662
               1077.4442                  -0.00072861785
                1077.725                   -0.0011805813
               1078.0058                   -0.0016304118
               1078.2867                   -0.0020773269
               1078.5675                    -0.002520529
               1078.8483                   -0.0029592931
               1079.1292                    -0.003392888
                 1079.41                   -0.0038205527
               1079.6908                   -0.0042415637
               1079.9716                   -0.0046552146
               1080.2525                   -0.0050607846
               1080.5333                   -0.0054576031
               1080.8141                   -0.0058450192
                1081.095                   -0.0062223191
               1081.3758                   -0.0065888587
               1081.6566                   -0.0069440811
               1081.9375                   -0.0072873493
               1082.2183                   -0.0076180708
               1082.4991                   -0.0079357428
                 1082.78                    -0.008239773
               1083.0608                    -0.008529634
               1083.3416                   -0.0088049208
               1083.6225                   -0.0090651281
               1083.9033                   -0.0093097718
               1084.1841                   -0.0095385101
                1084.465                   -0.0097509744
               1084.7458                   -0.0099467641
               1085.0266                    -0.010125559
               1085.3074                    -0.010287104
               1085.5883                    -0.010431131
               1085.8691                    -0.010557386
               1086.1499                    -0.010665701
               1086.4308                    -0.010755901
               1086.7116                     -0.01082781
               1086.9924                    -0.010881374
               1087.2733                    -0.010916525
               1087.5541                    -0.010933154
               1087.8349                    -0.010931304
               1088.1158                    -0.010911037
               1088.3966                    -0.010872341
               1088.6774                    -0.010815324
               1088.9583                    -0.010740148
               1089.2391                    -0.010646935
               1089.5199                    -0.010535847
               1089.8008                    -0.010407081
               1090.0816                    -0.010260934
               1090.3624                    -0.010097737
               1090.6433                   -0.0099177238
               1090.9241                   -0.0097211934
               1091.2049                   -0.0095085463
               1091.4857                   -0.0092801795
               1091.7666                   -0.0090365214
               1092.0474                   -0.0087780053
               1092.3282                    -0.008505083
               1092.6091                   -0.0082182739
               1092.8899                   -0.0079180889
               1093.1707                   -0.0076050706
               1093.4516                   -0.0072797892
               1093.7324                   -0.0069427842
               1094.0132                   -0.0065946903
               1094.2941                   -0.0062361461
               1094.5749                   -0.0058677437
               1094.8557                   -0.0054902227
               1095.1366                   -0.0051042402
               1095.4174                   -0.0047103299
               1095.6982                   -0.0043092847
               1095.9791                   -0.0039019215
               1096.2599                   -0.0034888442
               1096.5407                   -0.0030707583
               1096.8215                   -0.0026484624
               1097.1024                   -0.0022226844
               1097.3832                   -0.0017941431
                1097.664                   -0.0013635858
               1097.9449                   -0.0009318114
               1098.2257                  -0.00049957254
               1098.5065                  -6.7547389e-05
               1098.7874                   0.00036347593
               1099.0682                   0.00079271534
                1099.349                    0.0012194957
               1099.6299                    0.0016430317
               1099.9107                    0.0020625544
               1100.1915                    0.0024774361
               1100.4724                    0.0028869441
               1100.7532                    0.0032903209
                1101.034                    0.0036869387
               1101.3149                    0.0040761177
               1101.5957                    0.0044571369
               1101.8765                    0.0048293805
               1102.1574                    0.0051922838
               1102.4382                     0.005545229
                1102.719                    0.0058875428
               1102.9998                    0.0062186542
               1103.2807                    0.0065381143
               1103.5615                    0.0068453585
               1103.8423                    0.0071397988
               1104.1232                    0.0074210548
                1104.404                    0.0076886946
               1104.6848                    0.0079421643
               1104.9657                    0.0081811067
               1105.2465                    0.0084052234
               1105.5273                    0.0086140904
               1105.8082                    0.0088073688
                1106.089                    0.0089848087
               1106.3698                    0.0091461418
               1106.6507                    0.0092911081
               1106.9315                    0.0094194709
               1107.2123                    0.0095311084
               1107.4932                    0.0096259378
                1107.774                    0.0097037471
               1108.0548                    0.0097643979
               1108.3356                    0.0098079346
               1108.6165                    0.0098343517
               1108.8973                    0.0098435884
               1109.1781                    0.0098356816
                1109.459                    0.0098107339
               1109.7398                    0.0097688316
               1110.0206                    0.0097100935
               1110.3015                    0.0096347158
               1110.5823                    0.0095428589
               1110.8631                    0.0094346777
                1111.144                    0.0093104776
               1111.4248                    0.0091705725
               1111.7056                    0.0090151904
               1111.9865                    0.0088446552
               1112.2673                    0.0086593786
               1112.5481                    0.0084597216
                1112.829                     0.008246027
               1113.1098                    0.0080187347
               1113.3906                    0.0077783609
               1113.6715                    0.0075253551
               1113.9523                     0.007260159
               1114.2331                    0.0069833157
               1114.5139                    0.0066953553
               1114.7948                     0.006396817
               1115.0756                    0.0060883194
               1115.3564                    0.0057704103
               1115.6373                    0.0054436188
               1115.9181                    0.0051086143
               1116.1989                    0.0047660731
               1116.4798                    0.0044165873
               1116.7606                      0.00406078
               1117.0414                    0.0036993272
               1117.3223                     0.003332894
               1117.6031                    0.0029621342
               1117.8839                    0.0025877329
               1118.1648                    0.0022103933
               1118.4456                    0.0018307815
               1118.7264                    0.0014495631
               1119.0073                    0.0010674351
               1119.2881                   0.00068507456
               1119.5689                   0.00030318082
               1119.8497                  -7.7542266e-05
               1120.1306                  -0.00045647103
               1120.4114                  -0.00083295161
               1120.6922                   -0.0012062768
               1120.9731                   -0.0015758037
               1121.2539                   -0.0019409045
               1121.5347                    -0.002300933
               1121.8156                   -0.0026552605
               1122.0964                   -0.0030032638
               1122.3772                   -0.0033443859
               1122.6581                   -0.0036780824
               1122.9389                   -0.0040037029
               1123.2197                   -0.0043206867
               1123.5006                   -0.0046286041
               1123.7814                    -0.004926892
               1124.0622                    -0.005215004
               1124.3431                   -0.0054925582
               1124.6239                   -0.0057590699
               1124.9047                   -0.0060140455
               1125.1856                   -0.0062571777
               1125.4664                   -0.0064880879
               1125.7472                   -0.0067063187
                1126.028                   -0.0069115736
               1126.3089                   -0.0071035935
               1126.5897                   -0.0072820594
               1126.8705                    -0.007446704
               1127.1514                   -0.0075972834
               1127.4322                   -0.0077335887
                1127.713                   -0.0078554927
               1127.9939                   -0.0079628289
               1128.2747                   -0.0080554336
               1128.5555                   -0.0081332351
               1128.8364                   -0.0081961352
               1129.1172                   -0.0082440928
                1129.398                   -0.0082771797
               1129.6789                   -0.0082953483
               1129.9597                   -0.0082985492
               1130.2405                   -0.0082869463
               1130.5214                   -0.0082606656
               1130.8022                   -0.0082197356
                1131.083                   -0.0081643383
               1131.3638                    -0.008094689
               1131.6447                   -0.0080109113
               1131.9255                   -0.0079132474
               1132.2063                   -0.0078019924
               1132.4872                   -0.0076773447
                1132.768                   -0.0075396106
               1133.0488                   -0.0073891723
               1133.3297                   -0.0072263031
               1133.6105                   -0.0070513383
               1133.8913                   -0.0068647121
               1134.1722                   -0.0066668081
                1134.453                   -0.0064580369
               1134.7338                   -0.0062388419
               1135.0147                   -0.0060096397
               1135.2955                    -0.005770926
               1135.5763                   -0.0055232138
               1135.8572                   -0.0052669364
                1136.138                   -0.0050026161
               1136.4188                   -0.0047308382
               1136.6997                   -0.0044520805
               1136.9805                    -0.004166856
               1137.2613                   -0.0038757816
               1137.5421                   -0.0035794167
                1137.823                   -0.0032782842
               1138.1038                   -0.0029729677
               1138.3846                   -0.0026640698
               1138.6655                   -0.0023521547
               1138.9463                   -0.0020377822
               1139.2271                   -0.0017215693
                1139.508                    -0.001404116
               1139.7888                   -0.0010859691
               1140.0696                  -0.00076772887
               1140.3505                  -0.00044998434
               1140.6313                  -0.00013327096
               1140.9121                   0.00018180278
                1141.193                   0.00049465507
               1141.4738                   0.00080478507
               1141.7546                    0.0011116166
               1142.0355                     0.001414595
               1142.3163                     0.001713227
               1142.5971                    0.0020069531
               1142.8779                    0.0022952797
               1143.1588                    0.0025777589
               1143.4396                    0.0028538468
               1143.7204                     0.003123076
               1144.0013                     0.003385059
               1144.2821                    0.0036393363
               1144.5629                    0.0038854597
               1144.8438                    0.0041230334
               1145.1246                    0.0043517051
               1145.4054                    0.0045711521
               1145.6863                    0.0047809638
               1145.9671                    0.0049807584
               1146.2479                    0.0051703443
               1146.5288                     0.005349472
               1146.8096                    0.0055177533
               1147.0904                    0.0056749629
               1147.3713                    0.0058209916
               1147.6521                    0.0059555924
               1147.9329                    0.0060785207
               1148.2137                       0.0061897
               1148.4946                    0.0062890298
               1148.7754                      0.00637633
               1149.0562                    0.0064515465
               1149.3371                    0.0065146703
