        Time / ns                Charge distribution (time)/real
              0.97876014                   6.6661687e-11
              0.97982983                   5.9014013e-11
              0.98089951                   5.2228408e-11
              0.98196919                   4.6209494e-11
              0.98303888                   4.0872238e-11
              0.98410856                   3.6140854e-11
              0.98517824                   3.1947817e-11
              0.98624792                   2.8232982e-11
              0.98731761                   2.4942794e-11
              0.98838729                   2.2029581e-11
              0.98945697                   1.9450921e-11
              0.99052666                   1.7169074e-11
              0.99159634                   1.5150479e-11
              0.99266602                   1.3365298e-11
              0.99373571                   1.1787011e-11
              0.99480539                   1.0392058e-11
              0.99587507                    9.159509e-12
              0.99694476                    8.070782e-12
              0.99801444                   7.1093816e-12
              0.99908412                     6.26067e-12
               1.0001538                   5.5116622e-12
               1.0012235                   4.8508423e-12
               1.0022932                    4.268001e-12
               1.0033629                   3.7540897e-12
               1.0044325                   3.3010915e-12
               1.0055022                   2.9019056e-12
               1.0065719                   2.5502442e-12
               1.0076416                   2.2405418e-12
               1.0087113                   1.9678732e-12
                1.009781                   1.7278815e-12
               1.0108506                   1.5167137e-12
               1.0119203                   1.3309631e-12
                 1.01299                   1.1676192e-12
               1.0140597                   1.0240218e-12
               1.0151294                   8.9782149e-13
               1.0161991                   7.8694352e-13
               1.0172687                   6.8955659e-13
               1.0183384                   6.0404466e-13
               1.0194081                   5.2898209e-13
               1.0204778                   4.6311162e-13
               1.0215475                   4.0532479e-13
               1.0226172                   3.5464468e-13
               1.0236868                   3.1021051e-13
               1.0247565                   2.7126413e-13
               1.0258262                   2.3713792e-13
               1.0268959                   2.0724422e-13
               1.0279656                   1.8106588e-13
               1.0290353                   1.5814797e-13
               1.0301049                   1.3809037e-13
               1.0311746                   1.2054133e-13
               1.0322443                   1.0519166e-13
                1.033314                   9.1769729e-14
               1.0343837                    8.003692e-14
               1.0354534                   6.9783713e-14
                1.036523                   6.0826184e-14
               1.0375927                   5.3002926e-14
               1.0386624                   4.6172343e-14
               1.0397321                   4.0210249e-14
               1.0408018                   3.5007766e-14
               1.0418715                   3.0469464e-14
               1.0429411                   2.6511727e-14
               1.0440108                   2.3061312e-14
               1.0450805                   2.0054082e-14
               1.0461502                   1.7433892e-14
               1.0472199                   1.5151607e-14
               1.0482896                   1.3164242e-14
               1.0493592                   1.1434199e-14
               1.0504289                   9.9286104e-15
               1.0514986                   8.6187437e-15
               1.0525683                   7.4794944e-15
                1.053638                   6.4889332e-15
               1.0547077                   5.6279101e-15
               1.0557773                   4.8797075e-15
                1.056847                   4.2297355e-15
               1.0579167                   3.6652653e-15
               1.0589864                   3.1751951e-15
               1.0600561                   2.7498448e-15
               1.0611257                   2.3807772e-15
               1.0621954                   2.0606399e-15
               1.0632651                   1.7830283e-15
               1.0643348                    1.542365e-15
               1.0654045                   1.3337943e-15
               1.0664742                   1.1530904e-15
               1.0675438                   9.9657648e-16
               1.0686135                   8.6105461e-16

